x,y,neg,neu,pos,compound,episode,line
long feng,aang,0.073,0.837,0.09,0.0087,37,"[Nods.] Good. Now go await further orders. [Joo Dee nods and begins to exit. Long Feng gets up and moves to the fireplace.] If the Avatar keeps searching for his bison, it could upset the delicate balance we've worked so hard to achieve in this city. It could even cost us control of the Earth King."
long feng,appa,0.073,0.837,0.09,0.0087,37,"[Nods.] Good. Now go await further orders. [Joo Dee nods and begins to exit. Long Feng gets up and moves to the fireplace.] If the Avatar keeps searching for his bison, it could upset the delicate balance we've worked so hard to achieve in this city. It could even cost us control of the Earth King."
long feng,kuei,0.073,0.837,0.09,0.0087,37,"[Nods.] Good. Now go await further orders. [Joo Dee nods and begins to exit. Long Feng gets up and moves to the fireplace.] If the Avatar keeps searching for his bison, it could upset the delicate balance we've worked so hard to achieve in this city. It could even cost us control of the Earth King."
zuko,aang,0.126,0.874,0.0,-0.3182,37,[Shows Iroh the flyer.] The Avatar is here in Ba Sing Se and he's lost his bison.
zuko,appa,0.126,0.874,0.0,-0.3182,37,[Shows Iroh the flyer.] The Avatar is here in Ba Sing Se and he's lost his bison.
sokka,toph,0.0,1.0,0.0,0.0,37,"We'll split up to cover more area. Toph, I guess you should just come with me."
toph,sokka,0.091,0.909,0.0,-0.5621,37,"[Peevishly.] Why? Because you think I can't put up posters on my own?! [Angrily takes the paintbrush of glue from Sokka and throws glue on the wall. She slams a poster on it, but it is backward. Awkward pause.] It's upside-down, isn't it? I'll just go with Sokka."
jet,katara,0.0,1.0,0.0,0.0,37,Katara?
jet,katara,0.224,0.641,0.134,-0.7088,37,"[Walks closer. Smiling confidently.] I think I can help you. [Katara's shocked blush transforms into a look of pure outrage. With a sweep of her arms, she bends up water from a lake directly at him while screaming in rage. Jet looks at the wave in fright.] Katara, I've changed!"
katara,jet,0.0,1.0,0.0,0.0,37,"[Bending up remaining water from the wave.] Tell it to some other girl, Jet! [Turns the water to ice, which sends Jet back to a wall.]"
sokka,katara,0.0,1.0,0.0,0.0,37,"Katara, what is it?"
katara,jet,0.173,0.827,0.0,-0.5862,37,Jet's back. [Close-up of Jet's face. Cut to aerial view before switching to a closer view of the group.] We can't trust anything Jet says.
jet,appa,0.09,0.656,0.254,0.6114,37,I'm here to help you find Appa! [Opens his hand and reveals he is holding a missing Appa poster.]
aang,katara,0.0,0.875,0.125,0.25,37,"[Turning from the leaflet back to Katara.] Katara, we have to give him a chance."
aang,appa,0.0,1.0,0.0,0.0,37,"Katara, we don't have any leads. If Jet says he can take us to Appa, we have to check it out."
aang,jet,0.0,1.0,0.0,0.0,37,"Katara, we don't have any leads. If Jet says he can take us to Appa, we have to check it out."
aang,katara,0.0,1.0,0.0,0.0,37,"Katara, we don't have any leads. If Jet says he can take us to Appa, we have to check it out."
jet,appa,0.0,1.0,0.0,0.0,37,"I told you, I work nearby! Two guys were talking about some giant furry creature they had, I figured it must be Appa!"
aang,appa,0.0,0.796,0.204,0.3736,37,[Aang swiftly moves closer to the man.] What island? Where's Appa?
katara,aang,0.0,1.0,0.0,0.0,37,"Aang, it will take us weeks just to get to the tip of the Earth Kingdom. And then we'll need to find a boat to get to the island."
aang,appa,0.187,0.697,0.116,-0.2987,37,I don't care. We have a chance to find Appa! We have to try!
old sweepy,old sweepy,0.167,0.833,0.0,-0.296,37,"Shuffle on, I get you. No more need for Old Sweepy ..."
katara,aang,0.0,1.0,0.0,0.0,37,"You're right Aang, right now our first concern has to be finding Appa. We can come back when we have him."
katara,appa,0.0,1.0,0.0,0.0,37,"You're right Aang, right now our first concern has to be finding Appa. We can come back when we have him."
smellerbee,jet,0.0,0.313,0.687,0.2942,37,[Surprised.] Jet!
sokka,jet,0.092,0.671,0.237,0.5362,37,No it's not! Toph can't tell who's lying because they both think they're telling the truth. Jet's been brainwashed!
sokka,toph,0.092,0.671,0.237,0.5362,37,No it's not! Toph can't tell who's lying because they both think they're telling the truth. Jet's been brainwashed!
katara,jet,0.0,1.0,0.0,0.0,37,"The Dai Li must have sent Jet to mislead us, and that janitor was part of their plot, too!"
aang,appa,0.0,1.0,0.0,0.0,37,I bet they have Appa here in the city. Maybe he's in the same place they took Jet! Where did they take you?
aang,jet,0.0,1.0,0.0,0.0,37,I bet they have Appa here in the city. Maybe he's in the same place they took Jet! Where did they take you?
sokka,katara,0.104,0.667,0.229,0.4003,37,[Teasingly.] Maybe Katara should kiss him. That should bring something back!
katara,sokka,0.0,0.618,0.382,0.4753,37,"Maybe you should kiss him, Sokka!"
sokka,joo dee,0.0,1.0,0.0,0.0,37,Wait! Remember what Joo Dee said? She said she went on vacation to Lake Laogai!
brainwasher,joo dee,0.0,0.7,0.3,0.4588,37,I'm Joo Dee. Welcome to Ba Sing Se.
jet,appa,0.0,1.0,0.0,0.0,37,I think there might be a cell big enough to hold Appa up ahead. I think it's through here! [Opens a door.]
aang,long feng,0.0,0.858,0.142,0.126,37,[Knocks away two agents with airbending.] Long Feng is escaping!
long feng,aang,0.117,0.739,0.143,-0.1027,37,"All right, Avatar, you've caused me enough problems. This is your last chance ... if you want your bison back."
long feng,appa,0.117,0.739,0.143,-0.1027,37,"All right, Avatar, you've caused me enough problems. This is your last chance ... if you want your bison back."
aang,appa,0.0,1.0,0.0,0.0,37,You do have Appa! Tell me where he is!
long feng,kuei,0.0,1.0,0.0,0.0,37,"Jet, the Earth King has invited you to Lake Laogai."
long feng,jet,0.0,1.0,0.0,0.0,37,"Jet, the Earth King has invited you to Lake Laogai."
zuko,iroh,0.0,1.0,0.0,0.0,37,Uncle?
iroh,blue spirit,0.0,0.876,0.124,0.1779,37,"So, the Blue Spirit. I wonder who could be behind that mask ..."
iroh,zuko,0.0,0.876,0.124,0.1779,37,"So, the Blue Spirit. I wonder who could be behind that mask ..."
iroh,aang,0.0,1.0,0.0,0.0,37,I was just about to ask you the same thing. What do you plan to do now that you've found the Avatar's bison? Keep him locked in our new apartment? Should I go put on a pot of tea for him?
iroh,appa,0.0,1.0,0.0,0.0,37,I was just about to ask you the same thing. What do you plan to do now that you've found the Avatar's bison? Keep him locked in our new apartment? Should I go put on a pot of tea for him?
iroh,aang,0.0,1.0,0.0,0.0,37,"[Starts yelling.] And then what!? You never think these things through! [Points at him.] This is exactly what happened when you captured the Avatar at the North Pole! You had him, and then you had nowhere to go!"
zuko,iroh,0.0,1.0,0.0,0.0,37,"I know my own destiny, Uncle!"
zuko,iroh,0.285,0.715,0.0,-0.4184,37,"Stop it, Uncle! I have to do this!"
iroh,zuko,0.0,0.942,0.058,0.1511,37,"I'm begging you, Prince Zuko! It's time for you to look inward and begin asking yourself the big questions. Who are you, and what do you want?"
aang,aang,0.0,1.0,0.0,0.0,37,"Jet, it's me, Aang! [Runs back.] You don't have to do this!"
aang,jet,0.0,1.0,0.0,0.0,37,"Jet, it's me, Aang! [Runs back.] You don't have to do this!"
aang,jet,0.0,0.429,0.571,0.8395,37,"Jet, I'm your friend! Look inside your heart!"
long feng,jet,0.0,1.0,0.0,0.0,37,"Do your duty, Jet!"
jet,aang,0.577,0.423,0.0,-0.4767,37,[Weakly.] I'm sorry ... Aang.
smellerbee,appa,0.0,0.758,0.242,0.4939,37,You guys go and find Appa. We'll take care of Jet.
smellerbee,jet,0.0,0.758,0.242,0.4939,37,You guys go and find Appa. We'll take care of Jet.
jet,katara,0.0,0.451,0.549,0.7435,37,"Don't worry, Katara. I'll be fine. [Smiles a little.]"
aang,appa,0.0,1.0,0.0,0.0,37,Appa's gone! Long Feng beat us here.
aang,long feng,0.0,1.0,0.0,0.0,37,Appa's gone! Long Feng beat us here.
aang,momo,0.0,1.0,0.0,0.0,37,"What is it, Momo?"
aang,appa,0.0,1.0,0.0,0.0,37,Appa!
sokka,appa,0.0,0.264,0.736,0.4184,37,Yeah! Appa!
sokka,appa,0.0,1.0,0.0,0.0,38,"Look, we escaped from the Dai Li. We got Appa back. I'm telling you, we should go to the Earth King now and tell him our plan. We're on a roll."
sokka,kuei,0.0,1.0,0.0,0.0,38,"Look, we escaped from the Dai Li. We got Appa back. I'm telling you, we should go to the Earth King now and tell him our plan. We're on a roll."
sokka,kuei,0.091,0.758,0.152,0.1531,38,"We can build on it. If we want to invade the Fire Nation when the eclipse happens, we'll need the Earth King's support."
katara,long feng,0.221,0.708,0.071,-0.7118,38,"Sokka, Long Feng is in control of the city. His conspiracy with the Dai Li is too powerful. I think we should just keep flying and leave this horrible place behind us."
katara,sokka,0.221,0.708,0.071,-0.7118,38,"Sokka, Long Feng is in control of the city. His conspiracy with the Dai Li is too powerful. I think we should just keep flying and leave this horrible place behind us."
aang,appa,0.288,0.579,0.134,-0.8092,38,"But now that we have Appa back, there's nothing stopping us from telling the Earth King the truth. About the conspiracy and the War."
aang,kuei,0.288,0.579,0.134,-0.8092,38,"But now that we have Appa back, there's nothing stopping us from telling the Earth King the truth. About the conspiracy and the War."
sokka,aang,0.0,0.89,0.11,0.4767,38,See? Aang's with me. [Puts his arm around Aang and smiles.] It's the whole reason we came here in the first place. We have to try.
katara,kuei,0.0,0.723,0.277,0.7096,38,"[Thinks for a moment.] Well, I guess if the Earth King knew the truth, things could change. [Sokka and Aang smile.]"
toph,long feng,0.172,0.696,0.132,0.1255,38,"[Stands up.] I don't trust the new positive Sokka. [Points at Sokka in an accusing manner.] Long Feng brainwashed you, didn't he!?"
toph,sokka,0.172,0.696,0.132,0.1255,38,"[Stands up.] I don't trust the new positive Sokka. [Points at Sokka in an accusing manner.] Long Feng brainwashed you, didn't he!?"
sokka,kuei,0.0,1.0,0.0,0.0,38,There it is! That whole thing is the palace! The Earth King's chamber should be in the center!
katara,long feng,0.134,0.764,0.102,-0.128,38,We have to be careful. Long Feng's probably warned the king that we're coming.
katara,kuei,0.146,0.854,0.0,-0.2225,38,Sorry! We just need to get through to see the Earth King!
sokka,kuei,0.0,1.0,0.0,0.0,38,"Toph, which way to the Earth King?"
sokka,toph,0.0,1.0,0.0,0.0,38,"Toph, which way to the Earth King?"
iroh,aang,0.0,0.752,0.248,0.5106,38,You did the right thing. Letting the Avatar's bison go free.
iroh,appa,0.0,0.752,0.248,0.5106,38,You did the right thing. Letting the Avatar's bison go free.
iroh,zuko,0.0,1.0,0.0,0.0,38,Zuko! [Rushes to him.]
long feng,aang,0.106,0.645,0.249,0.4767,38,Make sure the Avatar and his friends never see daylight again. [The king looks at him shocked.]
kuei,aang,0.0,1.0,0.0,0.0,38,The Avatar? [Points at Sokka.] You're the Avatar?
aang,appa,0.039,0.851,0.11,0.5057,38,"Long Feng didn't want us to tell you, so he stole our sky bison to blackmail us. And blackmail is the least of his crimes; he brainwashed our friend!"
aang,long feng,0.039,0.851,0.11,0.5057,38,"Long Feng didn't want us to tell you, so he stole our sky bison to blackmail us. And blackmail is the least of his crimes; he brainwashed our friend!"
long feng,appa,0.113,0.887,0.0,-0.4215,38,"[Quickly turns to face the king.] All lies. I've never even seen a sky bison, Your Majesty. Frankly, I thought they were extinct."
kuei,aang,0.185,0.815,0.0,-0.3612,38,[Sits down.] Your claim is difficult to believe. Even from an Avatar.
sokka,appa,0.108,0.819,0.073,-0.2942,38,Wait! [Turns to face the king with a big smile.] I can prove he's lying. Long Feng said he's never seen a sky bison. Ask him to lift his robe.
sokka,long feng,0.108,0.819,0.073,-0.2942,38,Wait! [Turns to face the king with a big smile.] I can prove he's lying. Long Feng said he's never seen a sky bison. Ask him to lift his robe.
aang,appa,0.0,1.0,0.0,0.0,38,Right there! Appa bit him!
sokka,appa,0.0,1.0,0.0,0.0,38,"Never met a sky bison, huh?"
kuei,long feng,0.158,0.791,0.051,-0.4019,38,"Long Feng was right. This was a waste of time. [Turns to leave.] If you'll excuse me, I'm going back to the palace."
kuei,kuei,0.282,0.718,0.0,-0.8236,38,No Earth King has ever been to the Outer Wall. [Walks past Aang.] I don't have any more time for this nonsense. [Aang looks depressed.]
sokka,appa,0.09,0.767,0.143,0.4588,38,"[Runs up to them.] If you come with us, this time you can ride on Appa. [The Earth King stops as Appa lows in the background. A pleased smile grows on his face.]"
blue dragon,ozai,0.103,0.773,0.124,0.128,38,"[Into Zuko's ear.] Relax, Fire Lord Zuko. Just let go. Give in to it. Shut your eyes for a while."
blue dragon,zuko,0.103,0.773,0.124,0.128,38,"[Into Zuko's ear.] Relax, Fire Lord Zuko. Just let go. Give in to it. Shut your eyes for a while."
red dragon,blue dragon,0.083,0.866,0.051,-0.3129,38,"[In Iroh's voice.] No, Fire Lord Zuko! Do not listen to the blue dragon. You should get out of here right now. Go! Before it's too late! [Both dragons are poised to either side of Zuko.]"
red dragon,ozai,0.083,0.866,0.051,-0.3129,38,"[In Iroh's voice.] No, Fire Lord Zuko! Do not listen to the blue dragon. You should get out of here right now. Go! Before it's too late! [Both dragons are poised to either side of Zuko.]"
red dragon,zuko,0.083,0.866,0.051,-0.3129,38,"[In Iroh's voice.] No, Fire Lord Zuko! Do not listen to the blue dragon. You should get out of here right now. Go! Before it's too late! [Both dragons are poised to either side of Zuko.]"
blue dragon,ozai,0.375,0.625,0.0,-0.34,38,"Sleep now, Fire Lord Zuko."
blue dragon,zuko,0.375,0.625,0.0,-0.34,38,"Sleep now, Fire Lord Zuko."
ursa,zuko,0.263,0.567,0.17,-0.3578,38,Zuko! Help me! [A distraught Zuko is seen in her eyes.]
kuei,long feng,0.065,0.818,0.117,0.2225,38,"[Looks at Team Avatar, who stare back innocently, then at Long Feng, who is glaring back.] Dai Li! Arrest Long Feng! I want him to stand trial for crimes against the Earth Kingdom."
sokka,long feng,0.063,0.625,0.312,0.8619,38,"[Happily.] Looks like Long Feng is long gone! Ha! Ah, yeah, I've been waiting to use that one. [Aang smiles at him and Katara gives him an unimpressed look.]"
kuei,sokka,0.0,1.0,0.0,0.0,38,"What are you suggesting, Sokka?"
kuei,general how,0.0,1.0,0.0,0.0,38,"[To Team Avatar.] This is General How. He's the leader of the Council of Five, my highest ranking generals."
general how,long feng,0.0,0.864,0.136,0.4588,38,We searched Long Feng's office. I think we found something that will interest everybody. [Team Avatar look at each other.]
